# ORB-slam3's format: time[ns], wx(rad/s), wy, wz, ax(m/s2), ay, az
35237334333,0.000098,0.001026,-0.000280,0.209622,-9.558830,-0.549515
35247334333,0.000289,0.001002,-0.000291,0.277743,-9.647877,-0.594049
35257334333,0.000285,0.001002,-0.000281,0.242373,-9.597724,-0.573865
35267334333,0.000327,0.000972,-0.000300,0.268460,-9.567330,-0.641916
35277334333,0.000379,0.000894,-0.000261,0.238762,-9.603171,-0.575397
35287334333,0.000295,0.000906,-0.000303,0.178065,-9.652102,-0.618358
35297334333,0.000334,0.000822,-0.000283,0.166917,-9.631046,-0.620455
35307334333,0.000201,0.000728,-0.000297,0.150050,-9.633520,-0.646628
35317334333,0.000085,0.000739,-0.000331,0.149757,-9.758760,-0.631559
35327334333,-0.000034,0.000602,-0.000335,0.150035,-9.817468,-0.619127
35337334333,-0.000300,0.000387,-0.000329,0.188455,-9.891299,-0.631933
35347334333,-0.000536,0.000325,-0.000282,0.236802,-10.094977,-0.667574
35357334333,-0.000811,0.000232,-0.000313,0.263788,-10.174221,-0.672954
35367334333,-0.001025,0.000093,-0.000313,0.300490,-10.292781,-0.645578
35377334333,-0.001203,-0.000037,-0.000278,0.371123,-10.320323,-0.627523
35387334333,-0.001412,-0.000116,-0.000248,0.342272,-10.365479,-0.642076
35397334333,-0.001545,-0.000230,-0.000135,0.388119,-10.393221,-0.645858
35407334333,-0.001632,-0.000308,-0.000116,0.410487,-10.411954,-0.622268
35417334333,-0.001715,-0.000414,0.000002,0.401049,-10.367155,-0.631488
35427334333,-0.001771,-0.000406,0.000052,0.398482,-10.331822,-0.635840
35437334333,-0.001825,-0.000512,0.000224,0.397336,-10.249641,-0.619095
35447334333,-0.001757,-0.000605,0.000363,0.294944,-10.175812,-0.617817
35457334333,-0.001832,-0.000652,0.000526,0.313962,-10.047567,-0.611173
35467334333,-0.001761,-0.000587,0.000639,0.314404,-9.983637,-0.654688
35477334333,-0.001671,-0.000611,0.000726,0.345032,-9.916600,-0.727369
35487334333,-0.001676,-0.000606,0.000838,0.351953,-9.898644,-0.693797
35497334333,-0.001645,-0.000581,0.000918,0.399039,-9.846678,-0.779537
35507334333,-0.001640,-0.000535,0.000954,0.363897,-9.801779,-0.803662
35517334333,-0.001640,-0.000506,0.000876,0.443461,-9.711752,-0.860792
35527334333,-0.001651,-0.000418,0.000971,0.396913,-9.735904,-0.832502
35537334333,-0.001639,-0.000364,0.000835,0.388725,-9.665362,-0.884761
35547334333,-0.001633,-0.000231,0.000830,0.298809,-9.623354,-0.901110
35557334333,-0.001642,-0.000066,0.000752,0.306302,-9.621686,-0.944264
35567334333,-0.001658,-0.000003,0.000673,0.223637,-9.626456,-0.920014
35577334333,-0.001637,0.000150,0.000607,0.149246,-9.681883,-0.870860
35587334333,-0.001571,0.000236,0.000514,0.076873,-9.680144,-0.886184
35597334333,-0.001504,0.000278,0.000382,0.050599,-9.721693,-0.899405
35607334333,-0.001471,0.000272,0.000274,0.030164,-9.675977,-0.857015
35617334333,-0.001296,0.000267,0.000134,-0.014422,-9.669637,-0.860061
35627334333,-0.001155,0.000322,0.000045,-0.007316,-9.645968,-0.925702
35637334333,-0.001029,0.000324,-0.000054,0.011350,-9.622043,-0.842083
35647334333,-0.000871,0.000218,-0.000116,0.084579,-9.551304,-0.858467
35657334333,-0.000637,0.000168,-0.000294,0.106893,-9.462147,-0.829207
35667334333,-0.000464,0.000044,-0.000388,0.150376,-9.442364,-0.798297
35677334333,-0.000240,-0.000014,-0.000450,0.175441,-9.407673,-0.834417
35687334333,-0.000026,-0.000104,-0.000533,0.195205,-9.477025,-0.867675
35697334333,0.000088,-0.000213,-0.000592,0.202751,-9.458909,-0.880586
35707334333,0.000245,-0.000326,-0.000632,0.136655,-9.503361,-0.857132
35717334333,0.000413,-0.000400,-0.000721,0.209013,-9.553424,-0.900509
35727334333,0.000494,-0.000527,-0.000719,0.195767,-9.603717,-0.909353
35737334333,0.000602,-0.000637,-0.000706,0.182093,-9.674905,-0.903719
35747334333,0.000676,-0.000709,-0.000753,0.194414,-9.792641,-0.900250
35757334333,0.000734,-0.000840,-0.000704,0.178048,-9.949626,-0.895804
35767334333,0.000739,-0.000874,-0.000691,0.177447,-10.030609,-0.775813
35777334333,0.000803,-0.000970,-0.000624,0.267569,-10.027947,-0.269994
35787334333,0.000812,-0.001080,-0.000598,0.360288,-9.908162,0.256726
35797334333,0.000747,-0.001014,-0.000601,0.414972,-9.831943,0.778741
35807334333,0.000685,-0.001101,-0.000554,0.471001,-9.848744,1.297572
35817334333,0.000685,-0.001009,-0.000469,0.484088,-9.752532,1.805949
35827334333,0.000527,-0.000990,-0.000498,0.517613,-9.752538,2.322867
35837334333,0.000463,-0.000906,-0.000395,0.501289,-9.731423,2.867320
35847334333,0.000304,-0.000818,-0.000298,0.491594,-9.771363,3.360105
35857334333,0.000157,-0.000677,-0.000240,0.433194,-9.779266,3.869945
35867334333,-0.000023,-0.000477,-0.000237,0.356908,-9.861703,4.431034
35877334333,-0.000239,-0.000269,-0.000137,0.223089,-9.849192,4.133453
35887334333,-0.000440,-0.000164,-0.000108,0.183098,-9.904169,3.714633
35897334333,-0.000542,0.000096,0.000007,0.144512,-9.868767,3.318879
35907334333,-0.000759,0.000216,0.000057,0.112806,-9.834205,2.852206
35917334333,-0.000873,0.000349,0.000105,0.049124,-9.832955,2.435896
35927334333,-0.001026,0.000507,0.000183,0.029474,-9.776392,2.001198
35937334333,-0.001105,0.000529,0.000196,0.043990,-9.752830,1.564201
35947334333,-0.001180,0.000692,0.000190,0.039917,-9.639284,1.128151
35957334333,-0.001177,0.000775,0.000294,0.054915,-9.513078,0.746488
35967334333,-0.001155,0.000820,0.000315,0.072313,-9.395917,0.303872
35977334333,-0.001247,0.000897,0.000404,0.092268,-9.346127,-0.006361
35987334333,-0.001196,0.000963,0.000374,0.000829,-9.424594,-0.089293
35997334333,-0.001154,0.000904,0.000425,-0.063626,-9.494593,-0.146588
36007334333,-0.001224,0.000921,0.000345,-0.076880,-9.575960,-0.220887
36017334333,-0.001181,0.000897,0.000424,-0.117595,-9.654769,-0.292240
36027334333,-0.001073,0.000803,0.000374,-0.127115,-9.725997,-0.377969
36037334333,-0.001066,0.000723,0.000351,-0.148359,-9.766992,-0.440760
36047334333,-0.000960,0.000526,0.000357,-0.155271,-9.784554,-0.548245
36057334333,-0.000917,0.000409,0.000292,-0.120092,-9.877415,-0.538272
36067334333,-0.000805,0.000144,0.000251,-0.072754,-9.874877,-0.650724
36077334333,-0.000698,-0.000024,0.000195,0.036585,-9.873892,-0.763030
36087334333,-0.000621,-0.000196,0.000134,0.119165,-9.906104,-0.713309
36097334333,-0.000507,-0.000336,0.000045,0.190815,-9.973349,-0.713025
36107334333,-0.000439,-0.000457,0.000050,0.278561,-9.999713,-0.715802
36117334333,-0.000359,-0.000603,0.000052,0.403009,-10.047515,-0.715545
36127334333,-0.000358,-0.000648,-0.000034,0.414969,-10.095050,-0.746200
36137334333,-0.000182,-0.000622,-0.000076,0.504518,-10.156599,-0.708401
36147334333,-0.000222,-0.000599,-0.000054,0.494169,-10.208640,-0.742026
36157334333,-0.000116,-0.000531,-0.000051,0.437567,-10.286919,-0.751043
36167334333,-0.000130,-0.000398,-0.000172,0.324993,-10.385925,-0.740271
36177334333,-0.000107,-0.000241,-0.000077,0.239080,-10.511390,-0.722536
36187334333,-0.000088,-0.000105,-0.000041,0.140243,-10.455848,-0.719265
36197334333,-0.000047,0.000011,-0.000101,0.070016,-10.298853,-0.725682
36207334333,-0.000056,0.000297,-0.000081,0.028412,-10.208134,-0.744553
36217334333,-0.000044,0.000344,-0.000053,-0.037656,-10.105895,-0.726484
36227334333,-0.000031,0.000506,-0.000011,-0.071976,-10.019477,-0.737817
36237334333,0.000010,0.000504,0.000006,-0.119961,-9.826953,-0.708070
36247334333,-0.000050,0.000578,0.000064,-0.085392,-9.773164,-0.754117
36257334333,0.000010,0.000631,0.000100,-0.089107,-9.619543,-0.711570
36267334333,0.000040,0.000659,0.000194,-0.015322,-9.501733,-0.733449
36277334333,0.000009,0.000658,0.000228,0.031371,-9.405030,-0.744031
36287334333,0.000056,0.000615,0.000334,0.060565,-9.351180,-0.747345
36297334333,0.000009,0.000551,0.000381,0.029370,-9.372523,-0.755025
36307334333,0.000010,0.000541,0.000439,0.027373,-9.392993,-0.742233
36317334333,0.000069,0.000464,0.000494,-0.004083,-9.371645,-0.771272
36327334333,0.000074,0.000380,0.000469,0.021639,-9.439385,-0.775446
36337334333,0.000092,0.000309,0.000518,-0.074150,-9.408484,-0.730154
36347334333,0.000118,0.000192,0.000558,-0.067374,-9.472506,-0.785387
36357334333,0.000060,0.000039,0.000449,-0.075768,-9.468194,-0.781899
36367334333,0.000042,-0.000065,0.000388,-0.066064,-9.500264,-0.762952
36377334333,0.000012,-0.000223,0.000393,-0.039658,-9.518440,-0.754305
36387334333,0.000056,-0.000349,0.000243,-0.031286,-9.586333,-0.747034
36397334333,0.000053,-0.000444,0.000203,0.120122,-9.627257,-0.738616
36407334333,-0.000043,-0.000634,0.000117,0.252671,-9.716538,-0.718691
36417334333,-0.000102,-0.000662,0.000012,0.334431,-9.793684,-0.779886
36427334333,-0.000140,-0.000627,-0.000030,0.359526,-9.888950,-0.759058
36437334333,-0.000184,-0.000618,-0.000150,0.470735,-9.959617,-0.779681
36447334333,-0.000273,-0.000483,-0.000212,0.478854,-10.049454,-0.751077
36457334333,-0.000266,-0.000372,-0.000324,0.539863,-10.161704,-0.753766
36467334333,-0.000389,-0.000226,-0.000376,0.495958,-10.243975,-0.786202
36477334333,-0.000556,0.000004,-0.000458,0.433920,-10.343199,-0.748723
36487334333,-0.000517,0.000326,-0.000529,0.269924,-10.459171,-0.763119
36497334333,-0.000666,0.000607,-0.000627,0.133343,-10.454079,-0.784234
36507334333,-0.000767,0.000841,-0.000712,0.030636,-10.356302,-0.763990
36517334333,-0.000840,0.001071,-0.000726,-0.068940,-10.239120,-0.759414
36527334333,-0.000873,0.001344,-0.000835,-0.125555,-10.119118,-0.726562
36537334333,-0.000894,0.001436,-0.000814,-0.228775,-10.016715,-0.723185
36547334333,-0.000915,0.001578,-0.000779,-0.277523,-9.864963,-0.703652
36557334333,-0.000905,0.001717,-0.000778,-0.286104,-9.730601,-0.720413
36567334333,-0.000782,0.001712,-0.000676,-0.245119,-9.547771,-0.692822
36577334333,-0.000799,0.001766,-0.000699,-0.164924,-9.359871,-0.648271
36587334333,-0.000722,0.001692,-0.000566,-0.034860,-9.155245,-0.601213
36597334333,-0.000611,0.001734,-0.000427,0.050673,-8.995230,-0.666265
36607334333,-0.000508,0.001643,-0.000391,-0.003867,-9.093587,-0.699882
36617334333,-0.000388,0.001491,-0.000222,-0.029698,-9.211678,-0.715890
36627334333,-0.000382,0.001324,-0.000186,-0.059012,-9.298414,-0.806507
36637334333,-0.000306,0.001155,-0.000060,-0.122001,-9.392583,-0.787331
36647334333,-0.000241,0.000919,-0.000074,-0.175396,-9.533365,-0.800143
36657334333,-0.000151,0.000757,0.000061,-0.156099,-9.622732,-0.826883
36667334333,-0.000024,0.000446,0.000138,-0.136355,-9.793166,-0.881789
36677334333,-0.000100,0.000151,0.000136,-0.168085,-9.919397,-0.890233
36687334333,-0.000003,-0.000202,0.000200,-0.100473,-10.053279,-0.945626
36697334333,-0.000005,-0.000523,0.000242,-0.024278,-10.246671,-0.906677
36707334333,0.000063,-0.000896,0.000257,0.120133,-10.280850,-0.554620
36717334333,0.000072,-0.001202,0.000285,0.228630,-10.282802,-0.119405
36727334333,0.000086,-0.001432,0.000286,0.373069,-10.304564,0.244639
36737334333,0.000129,-0.001594,0.000204,0.473744,-10.342998,0.655573
36747334333,0.000051,-0.001748,0.000193,0.593591,-10.338562,1.076300
36757334333,0.000043,-0.001832,0.000135,0.612322,-10.361180,1.486584
36767334333,-0.000003,-0.001883,0.000084,0.600265,-10.338590,1.878106
36777334333,0.000047,-0.001844,0.000047,0.568516,-10.421421,2.238485
36787334333,-0.000007,-0.001842,-0.000020,0.427690,-10.469222,2.670845
36797334333,-0.000002,-0.001735,-0.000163,0.244195,-10.507640,3.119284
36807334333,-0.000057,-0.001529,-0.000239,0.113385,-10.420132,3.118350
36817334333,-0.000042,-0.001379,-0.000320,0.116594,-10.225511,2.800993
36827334333,-0.000037,-0.001198,-0.000430,0.111640,-10.114802,2.499675
36837334333,-0.000129,-0.001032,-0.000390,0.093413,-9.942828,2.154886
36847334333,-0.000166,-0.000812,-0.000425,0.112314,-9.727678,1.877223
36857334333,-0.000091,-0.000690,-0.000451,0.090058,-9.554924,1.563995
36867334333,-0.000185,-0.000445,-0.000475,0.113119,-9.380184,1.280464
36877334333,-0.000165,-0.000318,-0.000430,0.100341,-9.207685,0.967224
36887334333,-0.000140,-0.000096,-0.000364,0.100769,-8.978393,0.636770
36897334333,-0.000114,0.000019,-0.000321,0.143406,-8.792647,0.347835
36907334333,-0.000053,0.000294,-0.000318,0.142027,-8.656157,0.082130
36917334333,-0.000117,0.000449,-0.000189,0.046133,-8.711612,0.014409
36927334333,-0.000099,0.000539,-0.000083,-0.076265,-8.798081,-0.090144
36937334333,-0.000075,0.000618,-0.000058,-0.125828,-8.852820,-0.162024
36947334333,-0.000005,0.000642,0.000065,-0.233133,-8.926017,-0.236875
36957334333,-0.000045,0.000540,0.000088,-0.309653,-9.013286,-0.339744
36967334333,-0.000051,0.000525,0.000212,-0.319806,-9.063573,-0.397846
36977334333,-0.000083,0.000387,0.000305,-0.310030,-9.152110,-0.522823
36987334333,-0.000157,0.000272,0.000284,-0.310816,-9.248541,-0.607035
36997334333,-0.000103,0.000107,0.000425,-0.193962,-9.307517,-0.670227
37007334333,-0.000161,-0.000153,0.000426,-0.038322,-9.400795,-0.763478
37017334333,-0.000151,-0.000404,0.000518,0.081659,-9.554074,-0.724971
37027334333,-0.000189,-0.000620,0.000539,0.168690,-9.668607,-0.748759
37037334333,-0.000169,-0.000834,0.000586,0.243246,-9.888625,-0.707264
37047334333,-0.000186,-0.000979,0.000557,0.340431,-9.975859,-0.716348
37057334333,-0.000246,-0.001082,0.000505,0.379123,-10.139342,-0.698098
37067334333,-0.000226,-0.001236,0.000487,0.419144,-10.253775,-0.718951
37077334333,-0.000202,-0.001222,0.000410,0.444661,-10.384605,-0.661924
37087334333,-0.000217,-0.001213,0.000300,0.367186,-10.494338,-0.663700
37097334333,-0.000160,-0.001284,0.000113,0.345863,-10.658097,-0.625842
37107334333,-0.000114,-0.001176,-0.000014,0.234251,-10.784466,-0.644416
37117334333,-0.000128,-0.001133,-0.000222,0.150929,-10.761842,-0.693697
37127334333,-0.000091,-0.001028,-0.000326,0.192968,-10.573903,-0.691065
37137334333,-0.000010,-0.000960,-0.000386,0.193651,-10.438478,-0.678503
37147334333,-0.000025,-0.000823,-0.000538,0.200303,-10.274281,-0.689410
37157334333,0.000069,-0.000635,-0.000580,0.195839,-10.147555,-0.712991
37167334333,0.000007,-0.000503,-0.000559,0.224238,-10.000977,-0.742262
37177334333,0.000001,-0.000324,-0.000562,0.239437,-9.824723,-0.724180
37187334333,-0.000029,-0.000128,-0.000534,0.252408,-9.726599,-0.741410
37197334333,-0.000001,0.000073,-0.000428,0.205159,-9.598978,-0.798020
37207334333,-0.000072,0.000286,-0.000288,0.176001,-9.484773,-0.764075
37217334333,-0.000155,0.000402,-0.000150,0.160142,-9.399438,-0.762743
37227334333,-0.000196,0.000639,-0.000027,0.082085,-9.436776,-0.769150
37237334333,-0.000194,0.000849,0.000148,-0.003084,-9.401766,-0.783306
37247334333,-0.000194,0.000974,0.000320,-0.155625,-9.415263,-0.764528
37257334333,-0.000218,0.001052,0.000430,-0.207118,-9.461319,-0.732951
37267334333,-0.000237,0.001120,0.000497,-0.265792,-9.463304,-0.772904
37277334333,-0.000184,0.001261,0.000584,-0.266982,-9.452847,-0.731042
37287334333,-0.000163,0.001151,0.000668,-0.247370,-9.414135,-0.749682
37297334333,-0.000087,0.001136,0.000764,-0.271754,-9.424522,-0.685034
37307334333,-0.000013,0.001017,0.000785,-0.163293,-9.353215,-0.673739
37317334333,0.000041,0.000877,0.000810,-0.048698,-9.337955,-0.729878
37327334333,0.000118,0.000772,0.000802,0.005052,-9.375432,-0.700923
37337334333,0.000224,0.000550,0.000807,0.032643,-9.465142,-0.724711
37347334333,0.000183,0.000490,0.000778,0.106019,-9.575072,-0.717093
37357334333,0.000265,0.000389,0.000702,0.089801,-9.687796,-0.719432
37367334333,0.000317,0.000245,0.000619,0.104461,-9.795243,-0.732453
37377334333,0.000345,0.000144,0.000530,0.157012,-9.945295,-0.740967
37387334333,0.000346,0.000059,0.000482,0.152867,-10.058070,-0.756163
37397334333,0.000389,-0.000103,0.000315,0.169750,-10.205618,-0.755119
37407334333,0.000381,-0.000175,0.000234,0.117554,-10.334538,-0.792553
37417334333,0.000392,-0.000244,0.000019,0.064711,-10.541899,-0.814427
37427334333,0.000337,-0.000255,-0.000156,0.032683,-10.646619,-0.794206
37437334333,0.000288,-0.000406,-0.000289,0.095062,-10.538044,-0.774211
37447334333,0.000269,-0.000343,-0.000410,0.143377,-10.401396,-0.752141
37457334333,0.000086,-0.000325,-0.000517,0.205627,-10.295365,-0.790140
37467334333,0.000014,-0.000371,-0.000587,0.230977,-10.148391,-0.739999
37477334333,-0.000105,-0.000319,-0.000560,0.287901,-10.078206,-0.755667
37487334333,-0.000244,-0.000232,-0.000580,0.333617,-9.955005,-0.762332
37497334333,-0.000404,-0.000097,-0.000494,0.300667,-9.863005,-0.750962
37507334333,-0.000640,0.000019,-0.000467,0.276208,-9.832572,-0.767670
37517334333,-0.000833,0.000203,-0.000322,0.257801,-9.766154,-0.733135
37527334333,-0.001040,0.000372,-0.000137,0.159244,-9.772589,-0.752144
37537334333,-0.001230,0.000538,-0.000019,0.054355,-9.757700,-0.738006
37547334333,-0.001419,0.000708,0.000167,-0.027571,-9.843817,-0.750045
37557334333,-0.001540,0.000739,0.000292,-0.067084,-9.844775,-0.728209
37567334333,-0.001691,0.000798,0.000394,-0.160429,-9.854651,-0.761311
37577334333,-0.001725,0.000835,0.000419,-0.246287,-9.850740,-0.771066
37587334333,-0.001797,0.000842,0.000474,-0.267633,-9.798341,-0.781906
37597334333,-0.001817,0.000861,0.000598,-0.255790,-9.763715,-0.800786
37607334333,-0.001788,0.000746,0.000608,-0.233607,-9.645902,-0.777685
37617334333,-0.001755,0.000666,0.000517,-0.186042,-9.482968,-0.787201
37627334333,-0.001550,0.000504,0.000498,-0.063006,-9.323603,-0.794609
37637334333,-0.001488,0.000372,0.000470,-0.016260,-9.261026,-0.769321
37647334333,-0.001329,0.000232,0.000429,0.060770,-9.421922,-0.730310
37657334333,-0.001189,0.000098,0.000346,0.091912,-9.499774,-0.696488
37667334333,-0.000960,0.000022,0.000264,0.191533,-9.589347,-0.605630
37677334333,-0.000824,-0.000113,0.000198,0.177370,-9.693671,-0.573724
37687334333,-0.000580,-0.000210,0.000134,0.181351,-9.820585,-0.482130
37697334333,-0.000411,-0.000213,0.000063,0.189106,-9.895095,-0.470646
37707334333,-0.000242,-0.000310,0.000023,0.216059,-10.053043,-0.358281
37717334333,0.000002,-0.000297,-0.000104,0.161181,-10.163385,-0.342470
37727334333,0.000206,-0.000275,-0.000157,0.079949,-10.273598,-0.264068
37737334333,0.000422,-0.000304,-0.000209,0.040177,-10.249807,-0.143330
37747334333,0.000653,-0.000252,-0.000359,0.050011,-10.143445,0.171989
37757334333,0.000830,-0.000276,-0.000394,0.078420,-10.042012,0.374963
37767334333,0.000935,-0.000257,-0.000489,0.107675,-9.933895,0.702131
37777334333,0.001080,-0.000214,-0.000565,0.130301,-9.801789,0.962703
37787334333,0.001118,-0.000159,-0.000587,0.088373,-9.706814,1.259651
37797334333,0.001194,-0.000109,-0.000670,0.136043,-9.651359,1.470081
37807334333,0.001152,-0.000050,-0.000661,0.100726,-9.671977,1.797203
37817334333,0.001144,0.000064,-0.000684,0.076129,-9.685345,2.013585
37827334333,0.001091,0.000166,-0.000649,0.040854,-9.737072,2.361748
37837334333,0.001024,0.000252,-0.000637,0.043504,-9.844476,2.575430
37847334333,0.000844,0.000330,-0.000654,0.022341,-9.811217,2.381839
37857334333,0.000699,0.000463,-0.000613,-0.066000,-9.787728,2.045187
37867334333,0.000549,0.000398,-0.000583,-0.112817,-9.757168,1.761874
37877334333,0.000428,0.000494,-0.000573,-0.124560,-9.735588,1.526908
37887334333,0.000299,0.000516,-0.000555,-0.146635,-9.632927,1.236628
37897334333,0.000209,0.000518,-0.000502,-0.189774,-9.579103,0.951977
37907334333,0.000134,0.000493,-0.000537,-0.134627,-9.546849,0.685590
37917334333,-0.000006,0.000431,-0.000407,-0.126157,-9.458813,0.402848
37927334333,-0.000085,0.000400,-0.000384,-0.096533,-9.426506,0.089643
37937334333,-0.000166,0.000220,-0.000255,-0.047947,-9.257934,-0.184219
37947334333,-0.000233,0.000118,-0.000249,0.052838,-9.292257,-0.353968
37957334333,-0.000398,0.000012,-0.000175,0.078164,-9.444610,-0.422489
37967334333,-0.000464,-0.000066,-0.000088,0.110947,-9.601424,-0.527066
37977334333,-0.000463,-0.000209,0.000043,0.121479,-9.747544,-0.571043
37987334333,-0.000404,-0.000286,0.000051,0.116283,-9.874047,-0.626912
37997334333,-0.000442,-0.000349,0.000189,0.187041,-10.015467,-0.698589
38007334333,-0.000361,-0.000428,0.000210,0.143158,-10.111373,-0.763963
38017334333,-0.000325,-0.000527,0.000319,0.136316,-10.178858,-0.787757
38027334333,-0.000253,-0.000516,0.000385,0.142160,-10.257165,-0.914071
38037334333,-0.000182,-0.000647,0.000513,0.085301,-10.275893,-0.938600
38047334333,-0.000064,-0.000627,0.000565,0.081060,-10.286839,-0.997022
38057334333,-0.000036,-0.000700,0.000631,0.064556,-10.121911,-0.953253
38067334333,0.000093,-0.000687,0.000721,0.091927,-10.041091,-0.916008
38077334333,0.000199,-0.000727,0.000804,0.100326,-9.921857,-0.847037
38087334333,0.000157,-0.000824,0.000862,0.107386,-9.806740,-0.780363
38097334333,0.000165,-0.000911,0.000927,0.061237,-9.718489,-0.723318
38107334333,0.000150,-0.000883,0.000912,0.068266,-9.646162,-0.676879
38117334333,0.000012,-0.000891,0.000920,0.055724,-9.615671,-0.627312
38127334333,-0.000101,-0.000902,0.000969,0.043323,-9.565505,-0.596555
38137334333,-0.000190,-0.000972,0.001015,0.034033,-9.552765,-0.521344
38147334333,-0.000355,-0.000993,0.001020,0.025936,-9.621633,-0.466395
38157334333,-0.000499,-0.000977,0.001017,0.034603,-9.687527,-0.510881
38167334333,-0.000598,-0.001087,0.000985,0.094657,-9.718736,-0.567558
38177334333,-0.000755,-0.001024,0.000928,0.158958,-9.804700,-0.652933
38187334333,-0.000801,-0.000921,0.000820,0.163624,-9.857378,-0.685249
38197334333,-0.000802,-0.000826,0.000767,0.234372,-9.888592,-0.780277
38207334333,-0.000800,-0.000756,0.000663,0.240073,-9.893924,-0.871146
38217334333,-0.000685,-0.000525,0.000469,0.257736,-9.864329,-0.864089
38227334333,-0.000667,-0.000382,0.000298,0.240962,-9.842807,-0.962351
38237334333,-0.000576,-0.000200,0.000141,0.221263,-9.743395,-1.019864
38247334333,-0.000386,-0.000017,-0.000079,0.171824,-9.605305,-1.058795
38257334333,-0.000118,0.000219,-0.000320,0.045913,-9.489519,-1.072959
38267334333,0.000070,0.000574,-0.000497,-0.036525,-9.494254,-1.026915
38277334333,0.000207,0.000669,-0.000676,-0.147534,-9.403126,-0.986732
38287334333,0.000331,0.000887,-0.000840,-0.222584,-9.398673,-0.961256
38297334333,0.000505,0.001031,-0.000927,-0.281288,-9.376364,-0.869223
38307334333,0.000641,0.001088,-0.001030,-0.313178,-9.341553,-0.827208
38317334333,0.000760,0.001191,-0.001043,-0.302563,-9.375512,-0.778950
38327334333,0.000765,0.001153,-0.001010,-0.260041,-9.403880,-0.722421
38337334333,0.000917,0.001156,-0.000996,-0.226684,-9.453667,-0.693018
38347334333,0.000920,0.001201,-0.000950,-0.188732,-9.502088,-0.647643
38357334333,0.000932,0.001035,-0.000777,-0.020099,-9.582331,-0.592033
38367334333,0.001057,0.001030,-0.000704,0.007025,-9.599566,-0.633806
38377334333,0.001024,0.000851,-0.000572,-0.028572,-9.622997,-0.565951
38387334333,0.000998,0.000781,-0.000412,-0.010858,-9.666498,-0.597211
38397334333,0.000939,0.000688,-0.000330,-0.003819,-9.664244,-0.582677
38407334333,0.000853,0.000540,-0.000182,-0.020009,-9.720099,-0.606370
38417334333,0.000795,0.000452,-0.000108,-0.019119,-9.750602,-0.633846
38427334333,0.000674,0.000237,0.000002,-0.032468,-9.782670,-0.623126
38437334333,0.000500,0.000152,0.000124,-0.017190,-9.909712,-0.631216
38447334333,0.000245,-0.000017,0.000217,-0.002536,-9.986223,-0.658593
38457334333,0.000108,-0.000163,0.000348,-0.032680,-10.130059,-0.647726
38467334333,-0.000202,-0.000314,0.000434,0.045766,-10.248388,-0.689333
38477334333,-0.000323,-0.000438,0.000502,0.128477,-10.390019,-0.705899
38487334333,-0.000559,-0.000504,0.000539,0.235676,-10.430633,-0.696257
38497334333,-0.000624,-0.000542,0.000529,0.301648,-10.549802,-0.720389
38507334333,-0.000720,-0.000580,0.000482,0.388983,-10.571635,-0.728000
38517334333,-0.000786,-0.000512,0.000381,0.403454,-10.617902,-0.735309
38527334333,-0.000829,-0.000455,0.000311,0.413150,-10.666516,-0.727363
38537334333,-0.000741,-0.000388,0.000100,0.389791,-10.622466,-0.759741
38547334333,-0.000738,-0.000256,0.000031,0.345864,-10.523690,-0.792327
38557334333,-0.000602,-0.000076,-0.000259,0.241860,-10.432665,-0.771130
38567334333,-0.000439,0.000126,-0.000502,0.112906,-10.276896,-0.781043
38577334333,-0.000302,0.000378,-0.000654,0.026548,-10.124230,-0.793274
38587334333,-0.000153,0.000512,-0.000895,-0.055614,-9.960793,-0.745193
38597334333,-0.000102,0.000676,-0.001052,-0.140972,-9.757645,-0.778448
38607334333,0.000012,0.000701,-0.001059,-0.236594,-9.624780,-0.747745
38617334333,0.000135,0.000810,-0.001171,-0.275216,-9.509321,-0.758990
38627334333,0.000153,0.000793,-0.001148,-0.242813,-9.381163,-0.735683
38637334333,0.000251,0.000836,-0.001116,-0.280962,-9.253013,-0.727065
38647334333,0.000318,0.000789,-0.000992,-0.230410,-9.119060,-0.696837
38657334333,0.000351,0.000765,-0.000864,-0.125390,-9.051045,-0.691032
38667334333,0.000405,0.000544,-0.000701,0.000650,-8.998148,-0.681490
38677334333,0.000416,0.000465,-0.000456,0.026970,-9.056020,-0.679362
38687334333,0.000370,0.000368,-0.000313,0.093273,-9.064353,-0.636740
38697334333,0.000439,0.000265,-0.000152,0.108792,-9.211522,-0.657526
38707334333,0.000390,0.000133,-0.000065,0.126776,-9.265065,-0.698935
38717334333,0.000302,0.000061,0.000103,0.164859,-9.317617,-0.740618
38727334333,0.000328,-0.000087,0.000212,0.154474,-9.383823,-0.686958
38737334333,0.000181,-0.000082,0.000297,0.134405,-9.540354,-0.695893
38747334333,0.000097,-0.000218,0.000344,0.154978,-9.656893,-0.677701
38757334333,-0.000023,-0.000322,0.000324,0.139298,-9.815490,-0.735694
38767334333,-0.000164,-0.000312,0.000430,0.084296,-9.960740,-0.718033
38777334333,-0.000342,-0.000322,0.000490,0.074714,-10.061669,-0.519592
38787334333,-0.000459,-0.000451,0.000470,0.119653,-10.086659,-0.267428
38797334333,-0.000618,-0.000413,0.000399,0.148363,-10.155132,0.088820
38807334333,-0.000718,-0.000415,0.000404,0.180891,-10.217514,0.391643
38817334333,-0.000905,-0.000436,0.000360,0.206701,-10.185215,0.682017
38827334333,-0.000960,-0.000403,0.000291,0.179780,-10.264420,0.998504
