# ORB-slam3's format: time[ns], wx(rad/s), wy, wz, ax(m/s2), ay, az
97917334333,0.000662,0.000005,0.001639,0.381995,0.449017,-9.850254
97927334333,0.000631,-0.000095,0.001819,0.382511,0.471938,-9.917690
97937334333,0.000634,-0.000238,0.001939,0.353850,0.405375,-9.983784
97947334333,0.000589,-0.000342,0.001942,0.341010,0.327209,-10.040737
97957334333,0.000530,-0.000431,0.002028,0.306683,0.204261,-10.041969
97967334333,0.000504,-0.000533,0.002067,0.328441,0.083398,-10.087863
97977334333,0.000409,-0.000639,0.002069,0.356167,0.150081,-9.991891
97987334333,0.000244,-0.000720,0.002015,0.395042,0.244544,-9.908688
97997334333,0.000158,-0.000820,0.001946,0.366465,0.318180,-9.850699
98007334333,0.000077,-0.000783,0.001874,0.400912,0.386004,-9.811904
98017334333,0.000038,-0.000828,0.001819,0.374066,0.459505,-9.781808
98027334333,-0.000016,-0.000823,0.001543,0.402100,0.453355,-9.730621
98037334333,-0.000076,-0.000827,0.001439,0.421915,0.495789,-9.776748
98047334333,-0.000188,-0.000739,0.001227,0.442683,0.438385,-9.818003
98057334333,-0.000224,-0.000603,0.001006,0.455958,0.340706,-9.996966
98067334333,-0.000278,-0.000451,0.000687,0.458465,0.234980,-10.128772
98077334333,-0.000325,-0.000325,0.000395,0.466050,0.113056,-10.136846
98087334333,-0.000297,-0.000199,0.000072,0.390939,0.016052,-10.061751
98097334333,-0.000318,-0.000020,-0.000124,0.379200,-0.064365,-10.025342
98107334333,-0.000305,0.000025,-0.000352,0.365105,-0.163309,-9.979820
98117334333,-0.000238,0.000221,-0.000609,0.389382,-0.195175,-9.944556
98127334333,-0.000183,0.000338,-0.000785,0.361970,-0.217151,-9.878960
98137334333,-0.000091,0.000492,-0.000994,0.331143,-0.226242,-9.806663
98147334333,-0.000031,0.000594,-0.001173,0.301991,-0.181963,-9.686502
98157334333,0.000078,0.000765,-0.001235,0.259734,-0.093898,-9.545617
98167334333,0.000196,0.000870,-0.001443,0.256911,0.024407,-9.469977
98177334333,0.000344,0.000961,-0.001548,0.239988,0.061377,-9.461335
98187334333,0.000446,0.001064,-0.001592,0.245391,-0.061027,-9.550962
98197334333,0.000563,0.001084,-0.001775,0.266213,-0.164148,-9.725416
98207334333,0.000609,0.001118,-0.001738,0.281244,-0.227287,-9.854440
98217334333,0.000523,0.001123,-0.001685,0.285809,-0.319938,-9.938877
98227334333,0.000565,0.001010,-0.001678,0.302463,-0.344508,-10.025856
98237334333,0.000440,0.001042,-0.001571,0.299781,-0.361153,-10.098825
98247334333,0.000402,0.000869,-0.001503,0.322208,-0.369455,-10.065415
98257334333,0.000292,0.000744,-0.001368,0.310831,-0.352562,-10.037120
98267334333,0.000152,0.000555,-0.001214,0.286701,-0.201553,-9.965438
98277334333,-0.000089,0.000318,-0.000994,0.355626,-0.011867,-9.842224
98287334333,-0.000231,0.000121,-0.000763,0.359699,0.037712,-9.813704
98297334333,-0.000383,-0.000025,-0.000641,0.353836,0.120436,-9.782216
98307334333,-0.000485,-0.000211,-0.000414,0.361124,0.164233,-9.774359
98317334333,-0.000596,-0.000328,-0.000268,0.396617,0.247720,-9.755231
98327334333,-0.000594,-0.000334,-0.000076,0.384042,0.278127,-9.758743
98337334333,-0.000567,-0.000452,0.000062,0.375245,0.301176,-9.798779
98347334333,-0.000602,-0.000437,0.000180,0.332461,0.283624,-9.912604
98357334333,-0.000525,-0.000429,0.000324,0.376547,0.283908,-10.019319
98367334333,-0.000385,-0.000402,0.000381,0.345398,0.170706,-10.201177
98377334333,-0.000326,-0.000379,0.000443,0.399835,0.078087,-10.513742
98387334333,-0.000094,-0.000234,0.000450,0.367959,0.093126,-10.484786
98397334333,0.000110,-0.000171,0.000544,0.377857,0.130647,-10.405352
98407334333,0.000219,-0.000074,0.000554,0.344401,0.183933,-10.269848
98417334333,0.000339,0.000032,0.000614,0.415851,0.232321,-10.169583
98427334333,0.000430,0.000178,0.000616,0.366764,0.234045,-10.044338
98437334333,0.000518,0.000377,0.000541,0.363810,0.277519,-9.932737
98447334333,0.000601,0.000516,0.000555,0.351603,0.303128,-9.818846
98457334333,0.000642,0.000695,0.000546,0.389196,0.270640,-9.723231
98467334333,0.000674,0.000798,0.000515,0.350470,0.250919,-9.611416
98477334333,0.000784,0.000939,0.000426,0.367065,0.127359,-9.533589
98487334333,0.000773,0.001103,0.000305,0.347370,0.031215,-9.542937
98497334333,0.000776,0.001245,0.000227,0.370470,-0.007026,-9.633836
98507334333,0.000756,0.001354,0.000187,0.385233,0.003039,-9.822197
98517334333,0.000752,0.001370,0.000117,0.390014,-0.026013,-9.903074
98527334333,0.000667,0.001415,0.000124,0.405022,-0.057832,-9.972505
98537334333,0.000515,0.001356,0.000085,0.370448,-0.095413,-10.038001
98547334333,0.000491,0.001297,0.000021,0.431568,-0.094049,-10.056139
98557334333,0.000363,0.001173,0.000085,0.388786,-0.149690,-9.978874
98567334333,0.000174,0.001009,0.000005,0.433057,-0.109604,-9.916067
98577334333,-0.000007,0.000796,0.000037,0.401777,-0.056235,-9.742030
98587334333,-0.000090,0.000597,0.000084,0.449685,0.046070,-9.521400
98597334333,-0.000286,0.000320,0.000067,0.433757,0.020953,-9.535142
98607334333,-0.000437,0.000068,0.000075,0.447305,0.040940,-9.520942
98617334333,-0.000541,-0.000158,0.000143,0.456851,0.046580,-9.626030
98627334333,-0.000660,-0.000362,0.000081,0.430450,0.064245,-9.689385
98637334333,-0.000638,-0.000570,0.000149,0.480156,0.070066,-9.721543
98647334333,-0.000604,-0.000754,0.000143,0.487062,0.065947,-9.868061
98657334333,-0.000605,-0.000962,0.000125,0.502335,0.076181,-9.987034
98667334333,-0.000495,-0.001179,0.000149,0.476015,0.098996,-10.134596
98677334333,-0.000418,-0.001333,0.000109,0.483208,0.129092,-10.365688
98687334333,-0.000223,-0.001488,0.000071,0.515524,0.084166,-10.557927
98697334333,-0.000057,-0.001651,0.000145,0.437408,0.039314,-10.549450
98707334333,0.000104,-0.001796,0.000075,0.445201,-0.007979,-10.331021
98717334333,0.000232,-0.001869,0.000130,0.412826,-0.043438,-10.206525
98727334333,0.000264,-0.001966,0.000129,0.367694,-0.074023,-10.035520
98737334333,0.000332,-0.001994,0.000136,0.347238,-0.079895,-9.934901
98747334333,0.000310,-0.001988,0.000238,0.313690,-0.099149,-9.801720
98757334333,0.000407,-0.001946,0.000299,0.269591,-0.130871,-9.702140
98767334333,0.000348,-0.001964,0.000386,0.213737,-0.100562,-9.644400
98777334333,0.000306,-0.001951,0.000501,0.223759,-0.073945,-9.637615
98787334333,0.000194,-0.001803,0.000587,0.181210,-0.052729,-9.633620
98797334333,0.000164,-0.001739,0.000676,0.152828,-0.007755,-9.665286
98807334333,-0.000011,-0.001590,0.000813,0.130686,0.122788,-9.523707
98817334333,-0.000029,-0.001451,0.000854,0.153323,0.288774,-9.427077
98827334333,-0.000155,-0.001286,0.000916,0.196356,0.382439,-9.314200
98837334333,-0.000179,-0.001103,0.000856,0.208906,0.480869,-9.168126
98847334333,-0.000333,-0.000847,0.000814,0.166839,0.521640,-9.059921
98857334333,-0.000295,-0.000565,0.000691,0.226696,0.553739,-8.925689
98867334333,-0.000300,-0.000368,0.000592,0.298902,0.544296,-8.807555
98877334333,-0.000271,-0.000124,0.000459,0.291803,0.537140,-8.709870
98887334333,-0.000243,0.000156,0.000242,0.340057,0.403801,-8.688183
98897334333,-0.000263,0.000580,-0.000038,0.309819,0.230071,-8.666670
98907334333,-0.000184,0.000815,-0.000315,0.304263,0.111085,-8.876191
98917334333,-0.000129,0.001140,-0.000525,0.321683,0.034394,-9.121203
98927334333,-0.000046,0.001440,-0.000768,0.288148,-0.046212,-9.356755
98937334333,0.000061,0.001653,-0.001019,0.274522,-0.152773,-9.549266
98947334333,0.000103,0.001867,-0.001138,0.214801,-0.156267,-9.737881
98957334333,0.000209,0.002005,-0.001331,0.177870,-0.220819,-9.848833
98967334333,0.000291,0.002206,-0.001529,0.236947,-0.240767,-9.959635
98977334333,0.000473,0.002238,-0.001684,0.188182,-0.170861,-9.975226
98987334333,0.000567,0.002270,-0.001824,0.203384,-0.081913,-9.921417
98997334333,0.000689,0.002323,-0.001982,0.171189,0.023520,-9.825630
99007334333,0.000766,0.002289,-0.002031,0.198415,0.028072,-9.889235
99017334333,0.000879,0.002270,-0.002173,0.199025,-0.120241,-10.022690
99027334333,0.000901,0.002177,-0.002114,0.252808,-0.284868,-10.258626
99037334333,0.001014,0.002114,-0.002129,0.288185,-0.399819,-10.457432
99047334333,0.001060,0.001971,-0.001973,0.320333,-0.520139,-10.592006
99057334333,0.001015,0.001790,-0.001863,0.370547,-0.620559,-10.815480
99067334333,0.000938,0.001556,-0.001748,0.400152,-0.657829,-10.924499
99077334333,0.000896,0.001326,-0.001488,0.444604,-0.648203,-11.107711
99087334333,0.000717,0.001142,-0.001197,0.480962,-0.572242,-11.118531
99097334333,0.000590,0.000840,-0.000903,0.477708,-0.402309,-11.148370
99107334333,0.000367,0.000502,-0.000589,0.500585,-0.201957,-11.102879
99117334333,0.000313,0.000245,-0.000221,0.521057,-0.043254,-10.874446
99127334333,0.000102,-0.000099,0.000094,0.478826,0.117795,-10.687194
99137334333,-0.000048,-0.000330,0.000387,0.499714,0.238925,-10.450789
99147334333,-0.000302,-0.000603,0.000624,0.459370,0.355719,-10.339021
99157334333,-0.000396,-0.000797,0.000874,0.483547,0.454771,-10.186617
99167334333,-0.000554,-0.000865,0.001112,0.462762,0.473786,-10.110963
99177334333,-0.000648,-0.001053,0.001304,0.466091,0.431331,-10.045587
99187334333,-0.000845,-0.001234,0.001447,0.418728,0.345528,-10.045159
99197334333,-0.000937,-0.001275,0.001564,0.443297,0.254117,-10.114883
99207334333,-0.001043,-0.001345,0.001677,0.369356,0.053949,-10.174103
99217334333,-0.001205,-0.001361,0.001696,0.368700,0.078235,-10.093719
99227334333,-0.001268,-0.001398,0.001741,0.268812,0.161217,-9.925281
99237334333,-0.001336,-0.001376,0.001754,0.245237,0.216697,-9.807652
99247334333,-0.001424,-0.001308,0.001770,0.239582,0.385589,-9.617080
99257334333,-0.001432,-0.001282,0.001638,0.192127,0.441364,-9.475904
99267334333,-0.001417,-0.001050,0.001564,0.079221,0.522689,-9.336093
99277334333,-0.001361,-0.000971,0.001439,0.060364,0.497482,-9.277741
99287334333,-0.001257,-0.000755,0.001309,-0.018537,0.509618,-9.199672
99297334333,-0.001197,-0.000581,0.001102,-0.019435,0.445102,-9.203935
99307334333,-0.001078,-0.000307,0.000879,-0.057849,0.323958,-9.270647
99317334333,-0.000945,-0.000036,0.000623,-0.070657,0.142521,-9.333486
99327334333,-0.000778,0.000146,0.000328,0.075268,0.017002,-9.437700
99337334333,-0.000647,0.000364,0.000201,0.126797,-0.064359,-9.567015
99347334333,-0.000474,0.000485,-0.000035,0.242183,-0.168071,-9.661592
99357334333,-0.000336,0.000656,-0.000191,0.364680,-0.285171,-9.716254
99367334333,-0.000217,0.000651,-0.000291,0.401292,-0.321482,-9.764202
99377334333,-0.000054,0.000667,-0.000381,0.543615,-0.331722,-9.718263
99387334333,0.000011,0.000655,-0.000401,0.660261,-0.317671,-9.636011
99397334333,0.000189,0.000537,-0.000426,0.747953,-0.236788,-9.474303
99407334333,0.000381,0.000425,-0.000408,0.904686,-0.097924,-9.265112
99417334333,0.000388,0.000208,-0.000398,0.985088,0.047912,-8.975021
99427334333,0.000551,0.000126,-0.000382,0.859127,0.084072,-9.025827
99437334333,0.000581,-0.000062,-0.000251,0.729873,0.037808,-9.067956
99447334333,0.000626,-0.000216,-0.000270,0.630767,0.070305,-9.159780
99457334333,0.000697,-0.000361,-0.000199,0.482731,0.063490,-9.293191
99467334333,0.000645,-0.000430,-0.000166,0.421942,0.030708,-9.351486
99477334333,0.000616,-0.000549,-0.000097,0.318577,0.021749,-9.496775
99487334333,0.000543,-0.000592,-0.000068,0.191223,0.056445,-9.657578
99497334333,0.000519,-0.000623,0.000057,0.128114,0.041349,-9.877730
99507334333,0.000366,-0.000592,0.000079,0.002127,0.036809,-10.089305
99517334333,0.000204,-0.000626,0.000139,-0.096679,0.044980,-10.358148
99527334333,0.000020,-0.000611,0.000203,-0.210108,0.071462,-10.436632
99537334333,-0.000096,-0.000563,0.000244,-0.383205,0.162320,-10.372118
99547334333,-0.000238,-0.000502,0.000274,-0.502535,0.232915,-10.321134
99557334333,-0.000324,-0.000378,0.000269,-0.604445,0.275923,-10.257606
99567334333,-0.000366,-0.000388,0.000296,-0.715625,0.298280,-10.179266
99577334333,-0.000524,-0.000294,0.000215,-0.874452,0.292871,-10.117067
99587334333,-0.000498,-0.000126,0.000166,-0.955199,0.358383,-10.118643
99597334333,-0.000532,0.000013,0.000172,-1.129967,0.312139,-10.028682
99607334333,-0.000545,0.000087,0.000088,-1.190317,0.307127,-10.034554
99617334333,-0.000490,0.000304,-0.000011,-1.357194,0.248692,-10.087048
99627334333,-0.000450,0.000480,-0.000110,-1.544764,0.119914,-10.126773
99637334333,-0.000331,0.000556,-0.000228,-1.867819,0.042075,-10.153133
99647334333,-0.000233,0.000652,-0.000232,-2.200812,-0.006284,-10.191475
99657334333,-0.000228,0.000703,-0.000299,-2.528715,-0.048556,-10.215890
99667334333,-0.000045,0.000671,-0.000313,-2.783582,-0.131234,-10.235794
99677334333,0.000087,0.000610,-0.000389,-3.157809,-0.170886,-10.199031
99687334333,0.000185,0.000595,-0.000362,-3.477272,-0.138723,-10.138484
99697334333,0.000368,0.000390,-0.000366,-3.746180,-0.190982,-10.017077
99707334333,0.000531,0.000186,-0.000324,-4.097198,-0.147280,-9.855835
99717334333,0.000790,-0.000053,-0.000247,-4.444016,-0.022911,-9.558915
99727334333,0.001026,-0.000370,-0.000169,-4.748403,0.070702,-9.182988
99737334333,0.001158,-0.000693,-0.000118,-4.343915,0.119621,-9.159635
99747334333,0.001296,-0.000927,0.000029,-3.925835,0.107382,-9.164649
99757334333,0.001477,-0.001211,0.000014,-3.465961,0.216610,-9.213645
99767334333,0.001546,-0.001400,0.000087,-2.986632,0.203651,-9.234798
99777334333,0.001648,-0.001469,0.000125,-2.524163,0.271187,-9.316485
99787334333,0.001666,-0.001556,0.000127,-2.051576,0.276091,-9.445650
99797334333,0.001654,-0.001662,0.000160,-1.606713,0.232324,-9.601539
99807334333,0.001704,-0.001707,0.000143,-1.155704,0.200408,-9.818103
99817334333,0.001667,-0.001668,0.000104,-0.695385,0.147232,-10.129182
99827334333,0.001584,-0.001614,0.000046,-0.268910,0.068451,-10.557759
99837334333,0.001432,-0.001486,-0.000017,-0.077856,-0.011000,-10.603215
99847334333,0.001455,-0.001407,-0.000058,-0.084126,-0.057851,-10.434966
99857334333,0.001204,-0.001273,-0.000125,-0.100764,-0.107440,-10.234360
99867334333,0.001120,-0.001025,-0.000140,-0.039105,-0.134716,-10.140610
99877334333,0.000911,-0.000814,-0.000159,-0.116278,-0.151607,-9.928092
99887334333,0.000688,-0.000670,-0.000254,-0.112972,-0.208662,-9.770516
99897334333,0.000479,-0.000443,-0.000227,-0.107048,-0.176575,-9.554873
99907334333,0.000238,-0.000213,-0.000182,-0.097671,-0.193006,-9.432642
99917334333,-0.000029,0.000044,-0.000193,-0.169469,-0.151787,-9.294329
99927334333,-0.000263,0.000343,-0.000142,-0.147528,-0.129096,-9.203741
99937334333,-0.000514,0.000637,-0.000055,-0.067247,-0.051901,-9.169088
99947334333,-0.000930,0.000955,-0.000049,-0.044573,-0.067196,-9.350500
99957334333,-0.001090,0.001232,-0.000065,0.057816,-0.031978,-9.531123
99967334333,-0.001229,0.001369,0.000045,0.117500,-0.011609,-9.644402
99977334333,-0.001446,0.001540,0.000116,0.169600,0.044697,-9.763194
99987334333,-0.001416,0.001685,0.000043,0.280535,0.022658,-9.833850
99997334333,-0.001552,0.001705,0.000135,0.383667,0.051827,-9.846637
100007334333,-0.001514,0.001747,0.000096,0.436696,0.048186,-9.827412
100017334333,-0.001472,0.001830,0.000147,0.560994,0.013518,-9.738273
100027334333,-0.001327,0.001674,0.000136,0.626474,0.051817,-9.599624
100037334333,-0.001187,0.001589,0.000172,0.695758,0.007357,-9.386647
100047334333,-0.001059,0.001533,0.000123,0.649347,0.057720,-9.464662
100057334333,-0.000840,0.001394,0.000223,0.582688,0.066580,-9.632933
100067334333,-0.000701,0.001213,0.000199,0.520189,0.053359,-9.746596
100077334333,-0.000509,0.001037,0.000208,0.452350,0.102691,-9.919617
100087334333,-0.000429,0.000944,0.000186,0.391460,0.168770,-10.106652
100097334333,-0.000205,0.000784,0.000160,0.357409,0.115758,-10.242875
100107334333,-0.000109,0.000679,0.000197,0.228811,0.173030,-10.437046
100117334333,0.000018,0.000456,0.000095,0.221864,0.140096,-10.655917
100127334333,0.000209,0.000314,0.000024,0.119358,0.157103,-10.799584
100137334333,0.000260,0.000102,-0.000009,0.045276,0.127559,-10.959151
100147334333,0.000383,-0.000063,-0.000064,0.033985,0.059541,-10.988102
100157334333,0.000488,-0.000209,-0.000057,0.077156,0.044150,-10.789386
100167334333,0.000565,-0.000407,-0.000151,0.087967,-0.034491,-10.582277
100177334333,0.000540,-0.000466,-0.000243,0.120805,-0.022021,-10.395068
100187334333,0.000488,-0.000576,-0.000151,0.133322,-0.085807,-10.205805
100197334333,0.000498,-0.000495,-0.000215,0.189677,-0.099092,-10.112099
100207334333,0.000355,-0.000540,-0.000208,0.204661,-0.078636,-10.018853
100217334333,0.000280,-0.000540,-0.000136,0.240794,-0.073460,-9.911289
100227334333,0.000132,-0.000440,-0.000196,0.240709,-0.062692,-9.894354
100237334333,-0.000034,-0.000402,-0.000084,0.319471,-0.010109,-9.915554
100247334333,-0.000239,-0.000367,-0.000032,0.296134,0.005641,-10.007560
100257334333,-0.000428,-0.000209,-0.000010,0.286803,0.039563,-9.960581
100267334333,-0.000589,-0.000217,0.000035,0.301434,0.068134,-9.936908
100277334333,-0.000751,-0.000119,0.000060,0.266406,0.112208,-9.916187
100287334333,-0.000771,-0.000045,0.000004,0.242136,0.124876,-9.876704
100297334333,-0.000838,-0.000047,0.000029,0.214200,0.131437,-9.871361
100307334333,-0.000769,0.000013,0.000054,0.231146,0.164293,-9.758881
100317334333,-0.000732,-0.000030,0.000052,0.131356,0.145578,-9.687005
100327334333,-0.000639,-0.000032,0.000021,0.166698,0.157121,-9.574616
100337334333,-0.000428,-0.000103,0.000044,0.148529,0.130140,-9.443635
100347334333,-0.000223,-0.000136,-0.000015,0.138067,0.055270,-9.253376
100357334333,-0.000038,-0.000130,-0.000025,0.131895,0.076382,-9.270446
100367334333,0.000220,-0.000193,-0.000062,0.172871,0.060426,-9.260160
100377334333,0.000330,-0.000197,-0.000061,0.202946,0.023659,-9.267341
100387334333,0.000429,-0.000255,-0.000097,0.220227,0.038339,-9.304183
100397334333,0.000586,-0.000314,-0.000116,0.257357,0.008004,-9.297915
100407334333,0.000580,-0.000253,-0.000123,0.304463,-0.006086,-9.351325
100417334333,0.000669,-0.000238,-0.000062,0.264891,0.015277,-9.384840
100427334333,0.000616,-0.000227,-0.000061,0.300496,-0.012884,-9.460555
100437334333,0.000537,-0.000223,-0.000075,0.333060,-0.019781,-9.550849
100447334333,0.000463,-0.000141,-0.000061,0.389130,0.059881,-9.632939
100457334333,0.000332,-0.000057,-0.000018,0.369444,0.037519,-9.743489
100467334333,0.000180,0.000061,-0.000032,0.338956,0.063532,-9.750247
100477334333,0.000050,0.000117,-0.000025,0.381557,0.047706,-9.802732
100487334333,0.000008,0.000167,-0.000046,0.370632,0.136167,-9.822135
100497334333,-0.000110,0.000252,-0.000036,0.309974,0.139152,-9.800017
100507334333,-0.000171,0.000381,-0.000031,0.287887,0.115972,-9.839155
100517334333,-0.000295,0.000436,-0.000108,0.277315,0.145884,-9.845018
100527334333,-0.000333,0.000612,-0.000133,0.292820,0.109638,-9.891758
100537334333,-0.000351,0.000680,-0.000176,0.230525,0.113306,-9.885774
100547334333,-0.000438,0.000740,-0.000206,0.220204,0.148791,-9.871843
100557334333,-0.000483,0.000905,-0.000269,0.238362,0.098017,-9.895820
100567334333,-0.000477,0.000973,-0.000381,0.215519,0.068336,-10.037784
100577334333,-0.000503,0.001057,-0.000404,0.223621,0.061826,-10.058372
100587334333,-0.000430,0.001164,-0.000384,0.222040,-0.001120,-10.116639
100597334333,-0.000392,0.001197,-0.000438,0.213551,-0.016081,-10.222245
100607334333,-0.000287,0.001151,-0.000462,0.203934,-0.060995,-10.245759
100617334333,-0.000272,0.001118,-0.000513,0.168836,-0.084395,-10.209952
100627334333,-0.000170,0.000968,-0.000483,0.198773,-0.074400,-10.268580
100637334333,-0.000062,0.000919,-0.000417,0.151173,-0.076093,-10.222702
100647334333,0.000047,0.000759,-0.000426,0.166368,-0.043905,-10.089131
100657334333,0.000224,0.000662,-0.000394,0.207239,-0.000986,-9.930100
100667334333,0.000360,0.000440,-0.000375,0.197798,0.034471,-9.902643
100677334333,0.000506,0.000216,-0.000301,0.214207,-0.010409,-9.864383
100687334333,0.000541,0.000071,-0.000250,0.217936,-0.025633,-9.837996
100697334333,0.000605,-0.000104,-0.000101,0.185092,-0.047635,-9.899083
100707334333,0.000680,-0.000241,-0.000074,0.234582,-0.063939,-9.907268
100717334333,0.000573,-0.000498,0.000016,0.204499,-0.115376,-9.967769
100727334333,0.000508,-0.000562,0.000161,0.207047,-0.112808,-10.000145
100737334333,0.000474,-0.000720,0.000310,0.243230,-0.116065,-10.071222
100747334333,0.000318,-0.000852,0.000464,0.226301,-0.109454,-10.157556
100757334333,0.000102,-0.001020,0.000598,0.256835,-0.054621,-10.231915
100767334333,-0.000077,-0.001146,0.000710,0.212229,-0.020882,-10.223579
100777334333,-0.000267,-0.001344,0.000945,0.239220,0.112111,-10.067196
100787334333,-0.000395,-0.001366,0.001044,0.260398,0.191088,-9.963226
100797334333,-0.000455,-0.001452,0.001113,0.239111,0.289134,-9.832372
100807334333,-0.000498,-0.001502,0.001199,0.192044,0.361165,-9.753398
100817334333,-0.000555,-0.001467,0.001233,0.213908,0.391738,-9.609714
100827334333,-0.000511,-0.001354,0.001240,0.233183,0.432204,-9.571114
100837334333,-0.000469,-0.001306,0.001225,0.233137,0.432356,-9.551112
100847334333,-0.000373,-0.001149,0.001192,0.233718,0.400219,-9.596063
100857334333,-0.000261,-0.001023,0.001115,0.219562,0.327464,-9.646577
100867334333,0.000015,-0.000834,0.001025,0.228225,0.148805,-9.746872
100877334333,0.000142,-0.000628,0.000892,0.208466,0.149554,-9.722037
100887334333,0.000360,-0.000505,0.000767,0.190852,0.105917,-9.788770
100897334333,0.000399,-0.000356,0.000674,0.239682,0.106081,-9.731438
100907334333,0.000486,-0.000223,0.000489,0.164989,0.090775,-9.708575
100917334333,0.000595,-0.000046,0.000362,0.193758,0.089605,-9.678092
100927334333,0.000657,0.000095,0.000272,0.160984,0.059984,-9.614408
100937334333,0.000568,0.000187,0.000088,0.150451,0.105475,-9.510568
100947334333,0.000548,0.000270,-0.000023,0.184225,0.092598,-9.386326
100957334333,0.000500,0.000320,-0.000141,0.107703,0.150013,-9.224862
100967334333,0.000367,0.000352,-0.000295,0.156274,0.137288,-9.025252
100977334333,0.000245,0.000377,-0.000407,0.195645,0.072805,-9.038303
100987334333,0.000079,0.000400,-0.000569,0.126301,-0.001624,-9.125662
100997334333,-0.000091,0.000463,-0.000646,0.184805,-0.087530,-9.266642
101007334333,-0.000239,0.000423,-0.000773,0.164271,-0.143017,-9.414172
101017334333,-0.000353,0.000478,-0.000897,0.199405,-0.159772,-9.548263
101027334333,-0.000518,0.000424,-0.000944,0.204956,-0.161685,-9.627269
101037334333,-0.000695,0.000469,-0.001079,0.152637,-0.161416,-9.769517
101047334333,-0.000847,0.000403,-0.001079,0.225466,-0.193291,-9.865803
101057334333,-0.000986,0.000449,-0.001111,0.196745,-0.131770,-9.957584
101067334333,-0.001173,0.000327,-0.001120,0.191131,-0.049616,-10.002694
101077334333,-0.001351,0.000270,-0.001106,0.217300,0.028270,-10.057885
101087334333,-0.001448,0.000273,-0.001073,0.198434,0.069060,-10.049281
101097334333,-0.001597,0.000246,-0.001140,0.191058,0.005108,-10.097561
101107334333,-0.001603,0.000168,-0.001089,0.207147,0.002570,-10.096989
101117334333,-0.001549,0.000137,-0.001012,0.206556,-0.006052,-10.142284
101127334333,-0.001544,0.000141,-0.000954,0.201521,-0.059394,-10.163816
101137334333,-0.001472,0.000097,-0.000869,0.209489,-0.053137,-10.193752
101147334333,-0.001295,0.000135,-0.000741,0.167842,-0.074963,-10.267612
101157334333,-0.001177,0.000048,-0.000638,0.181264,-0.003115,-10.300247
101167334333,-0.000884,0.000120,-0.000589,0.171440,0.011681,-10.410577
101177334333,-0.000684,0.000182,-0.000462,0.177083,0.040355,-10.535209
101187334333,-0.000342,0.000137,-0.000319,0.167168,0.113979,-10.472682
101197334333,-0.000063,0.000218,-0.000149,0.196004,0.136566,-10.426643
101207334333,0.000139,0.000297,-0.000072,0.164557,0.151413,-10.310348
101217334333,0.000411,0.000184,0.000031,0.128846,0.180083,-10.260694
101227334333,0.000645,0.000169,0.000200,0.160106,0.208892,-10.179844
101237334333,0.000730,0.000110,0.000287,0.132426,0.207755,-10.146238
101247334333,0.000928,0.000055,0.000384,0.113206,0.189261,-10.018314
101257334333,0.001117,-0.000085,0.000538,0.109854,0.155597,-9.939786
101267334333,0.001178,-0.000094,0.000621,0.089115,0.112564,-9.805727
101277334333,0.001245,-0.000196,0.000728,0.074661,0.068720,-9.615552
101287334333,0.001336,-0.000281,0.000842,0.061980,0.107075,-9.538853
101297334333,0.001370,-0.000355,0.000900,0.055299,0.187340,-9.522234
101307334333,0.001342,-0.000502,0.000946,0.124052,0.238173,-9.525076
101317334333,0.001356,-0.000561,0.000958,0.110994,0.308648,-9.545820
101327334333,0.001222,-0.000580,0.001042,0.153317,0.368219,-9.551234
101337334333,0.001163,-0.000625,0.000956,0.196916,0.430366,-9.550031
101347334333,0.001043,-0.000641,0.000936,0.199890,0.382838,-9.626723
101357334333,0.000854,-0.000645,0.000852,0.242626,0.397394,-9.694491
101367334333,0.000675,-0.000678,0.000799,0.238114,0.355443,-9.752103
101377334333,0.000457,-0.000662,0.000711,0.263106,0.235625,-9.850825
101387334333,0.000185,-0.000652,0.000525,0.291455,0.162575,-10.004293
101397334333,-0.000004,-0.000634,0.000402,0.261572,0.072599,-9.919085
101407334333,-0.000284,-0.000650,0.000207,0.235489,-0.001503,-9.889072
101417334333,-0.000335,-0.000529,0.000130,0.205198,-0.034381,-9.791351
101427334333,-0.000439,-0.000441,0.000043,0.148559,-0.102418,-9.758509
101437334333,-0.000577,-0.000414,-0.000052,0.117434,-0.110509,-9.682299
101447334333,-0.000661,-0.000293,-0.000131,0.103071,-0.157086,-9.649135
101457334333,-0.000657,-0.000137,-0.000151,0.071218,-0.153992,-9.610079
101467334333,-0.000540,-0.000083,-0.000193,0.036021,-0.135365,-9.581715
101477334333,-0.000439,0.000056,-0.000219,0.059153,-0.023404,-9.527526
101487334333,-0.000289,0.000174,-0.000291,0.001108,-0.001719,-9.526412
101497334333,-0.000098,0.000372,-0.000248,0.021054,0.042662,-9.575449
101507334333,0.000009,0.000440,-0.000313,0.014390,0.037319,-9.653108
101517334333,0.000273,0.000544,-0.000237,0.045159,0.062192,-9.671806
101527334333,0.000327,0.000634,-0.000296,0.014659,0.028070,-9.773854
101537334333,0.000466,0.000717,-0.000262,-0.016553,0.070261,-9.798134
101547334333,0.000660,0.000833,-0.000262,0.008984,-0.002258,-9.790411
101557334333,0.000747,0.000901,-0.000259,0.009075,-0.005154,-9.846069
101567334333,0.000868,0.000943,-0.000284,0.006088,0.031313,-9.782808
101577334333,0.000992,0.000951,-0.000329,0.022074,0.018098,-9.765018
